model,dataset,lookback,horizon,seed,test_mse,test_mae,val_mse,params,flops_per_series,sec_per_epoch,peak_gpu_mem_mb,epochs_run,lookback_label
freqlite,ETTm1,96,192,2023,0.389853,0.391780,0.536231,37829,86371,8.2297,70.8,5,L96
freqlite,ETTm1,96,336,2021,0.424742,0.414798,0.687570,66197,141667,8.6424,73.0,4,L96
freqlite,ETTm1,96,336,2022,0.422245,0.412295,0.686207,66197,141667,8.4218,73.0,6,L96
freqlite,ETTm1,96,336,2023,0.422780,0.413149,0.687106,66197,141667,6.5838,73.0,8,L96
freqlite,ETTm1,96,720,2021,0.486099,0.448702,1.007198,141845,289123,7.0145,79.1,9,L96
freqlite,ETTm1,96,720,2022,0.488710,0.448966,1.007308,141845,289123,8.8230,79.1,4,L96
freqlite,ETTm1,96,720,2023,0.485563,0.448364,1.006781,141845,289123,8.4337,79.1,7,L96
freqlite,ETTm2,96,96,2021,0.182025,0.264770,0.127524,18917,49507,6.3930,69.6,6,L96
freqlite,ETTm2,96,96,2022,0.181355,0.263272,0.126325,18917,49507,6.4927,69.6,5,L96
freqlite,ETTm2,96,96,2023,0.181489,0.263702,0.126698,18917,49507,6.8939,69.6,5,L96
freqlite,ETTm2,96,192,2021,0.246359,0.304375,0.171678,37829,86371,8.8030,70.8,4,L96
freqlite,ETTm2,96,192,2022,0.246180,0.304210,0.171425,37829,86371,8.5388,70.8,7,L96
freqlite,ETTm2,96,192,2023,0.246459,0.304555,0.171632,37829,86371,6.7002,70.8,8,L96
freqlite,ETTm2,96,336,2021,0.307326,0.342836,0.218894,66197,141667,7.9389,73.0,19,L96
freqlite,ETTm2,96,336,2022,0.307364,0.342585,0.218589,66197,141667,7.1790,73.0,8,L96
freqlite,ETTm2,96,336,2023,0.307990,0.343131,0.218372,66197,141667,6.8844,73.0,5,L96
freqlite,ETTm2,96,720,2021,0.407428,0.397963,0.289246,141845,289123,7.8321,79.1,5,L96
freqlite,ETTm2,96,720,2022,0.407486,0.397983,0.289216,141845,289123,8.8551,79.1,6,L96
freqlite,ETTm2,96,720,2023,0.407791,0.398626,0.289679,141845,289123,7.6832,79.1,6,L96
freqlite,weather,96,96,2021,0.194463,0.233596,0.481205,18917,49507,7.0939,73.0,6,L96
freqlite,weather,96,96,2022,0.194942,0.233871,0.481458,18917,49507,7.3516,73.0,7,L96
freqlite,weather,96,96,2023,0.195168,0.234101,0.481942,18917,49507,8.4484,73.0,20,L96
freqlite,weather,96,192,2021,0.239980,0.269942,0.556004,37829,86371,7.9036,77.1,11,L96
freqlite,weather,96,192,2022,0.239957,0.269518,0.555601,37829,86371,9.6850,77.1,5,L96
freqlite,weather,96,192,2023,0.239599,0.269673,0.555926,37829,86371,7.9367,77.1,8,L96
freqlite,weather,96,336,2021,0.291768,0.306205,0.642320,66197,141667,8.2459,83.3,20,L96
freqlite,weather,96,336,2022,0.291762,0.306200,0.642385,66197,141667,7.5605,83.3,20,L96
freqlite,weather,96,336,2023,0.291730,0.306195,0.642362,66197,141667,9.6266,83.3,10,L96
freqlite,weather,96,720,2021,0.365000,0.353496,0.761001,141845,289123,7.7771,99.7,4,L96
freqlite,weather,96,720,2022,0.363762,0.352876,0.761366,141845,289123,7.5829,99.7,7,L96
freqlite,weather,96,720,2023,0.364291,0.352930,0.761205,141845,289123,8.6780,99.7,7,L96
